ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0086003	cardiac muscle cell contraction	17/1163	74/14829	0.22972972972973	2.92920220306291	4.85326985557572	4.50110562025539e-05	0.00606676046708477	0.00600574263413877	SCN4A/ABCC9/NOS1/PDE4D/FGF12/KCNJ5/KCNJ2/FGF13/SCN2A/ADCY10/SCN1A/ANK2/GJA1/CACNA1D/CACNB2/SCN11A/SCN9A	17
GO:0002385	mucosal immune response	9/1163	25/14829	0.36	4.59023215821152	5.24099127384773	7.01600674988517e-05	0.00898156119282911	0.00889122708396959	H2BC11/NOD2/H2BC4/H2BC21/C17orf99/H2BC12/H2BC6/H2BC7/H2BC10	9
GO:0042742	defense response to bacterium	33/1163	207/14829	0.159420289855072	2.03271150323377	4.36486921460268	7.02387981793333e-05	0.00898156119282911	0.00889122708396959	SLC11A1/EPPIN/HAMP/FOXP1/H2BC11/HTN1/HAVCR2/IL10/IRF8/PLAC8/COLEC12/PGLYRP3/SIGLEC16/CLEC4E/NOD2/LPO/GSDMA/FPR2/RASGRP4/AZU1/ZG16/H2BC4/GBP6/H2BC21/IFNE/DEFB105A/SPN/H2BC12/NAIP/HP/H2BC6/H2BC7/H2BC10	33
GO:0000395	mRNA 5'-splice site recognition	7/1163	16/14829	0.4375	5.57840713671539	5.34519222017007	0.000109014956700524	0.0135914397266378	0.0134547407085646	RNVU1-7/RNVU1-15/RNVU1-14/RNU6ATAC/RNU4ATAC/RNU11/RNVU1-2A	7
GO:0046058	cAMP metabolic process	8/1163	21/14829	0.380952380952381	4.85738852720796	5.16018493836274	0.000112623623355315	0.0136988782847063	0.0135610986787273	ADCY2/PDE4C/PDE10A/PDE4D/ADCY4/ADCY10/PDE7B/CACNB4	8
GO:0086001	cardiac muscle cell action potential	16/1163	74/14829	0.216216216216216	2.75689619111803	4.41980177619095	0.000160776043004523	0.0190902411062751	0.018898236633865	SCN4A/NOS1/FGF12/KCNIP2/KCNJ5/KCNJ2/FGF13/SCN2A/SCN1A/ANK2/GJA1/CACNA1D/CACNB2/SCN11A/SCN9A/DMD	16
GO:0086002	cardiac muscle cell action potential involved in contraction	13/1163	53/14829	0.245283018867925	3.12751666964097	4.5262954945482	0.00017252654525108	0.0200090670038869	0.019807821229561	SCN4A/NOS1/FGF12/KCNJ5/KCNJ2/SCN2A/SCN1A/ANK2/GJA1/CACNA1D/CACNB2/SCN11A/SCN9A	13
GO:0098660	inorganic ion transmembrane transport	91/1163	800/14829	0.11375	1.450385855546	3.82055817228687	0.000180597617511008	0.0204690981483499	0.0202632255054217	SLC4A1/CX3CL1/SCN4A/SLC11A1/CASR/VMP1/SLC6A16/SLC12A2/CACNB1/ABCC9/CACNG5/PKD2L2/SLC4A4/SLC13A1/OPRK1/TRPM3/SLC15A1/NOS1/SLC26A4/CAPN3/TRPA1/SLC5A5/HAMP/HPN/SLC6A4/OPRM1/SLC26A8/GABRG2/PDE4D/CLDN16/FGF12/KCNIP2/KCNJ5/KCNJ2/EDN3/SLC17A3/SLC17A1/ATP1B2/FGF13/SLC6A11/SNAP25/RHBG/ATP1A4/HTR2B/SCN2A/TRPC6/SLC24A4/SLC13A5/KCNH1/KCNN3/SCN1A/ANK2/GLRA3/KCNMB1/ATP6V0D2/HTR3B/AKAP6/GABRA2/SLC5A10/JPH3/SLC6A1/CACNA1D/KCNJ6/KCNJ15/KCNB1/PKD1L1/BSND/KCNT2/SLC6A20/SLC9B1/TMC1/CACNB2/SCN11A/KCNG4/IL13/SCN9A/SLN/SLC9A4/GABRG3/CACNB4/DRD1/KCNQ5/SLC36A3/SLC36A2/RHD/WNK3/SLC30A10/DMD/NALF1/ATP5MGL/GRIN2B	91
GO:0002251	organ or tissue specific immune response	9/1163	28/14829	0.321428571428571	4.09842156983172	4.78723152253671	0.000191310115513092	0.0212014121347509	0.0209881740761731	H2BC11/NOD2/H2BC4/H2BC21/C17orf99/H2BC12/H2BC6/H2BC7/H2BC10	9
GO:0009812	flavonoid metabolic process	6/1163	13/14829	0.461538461538462	5.88491302334811	5.14012244674146	0.000243556160449478	0.0264046646122076	0.0261390936500699	LCT/SULT1B1/SULT1C4/UGT1A1/UGT1A7/UGT1A3	6
GO:0003341	cilium movement	31/1163	203/14829	0.152709359605911	1.94714281478595	3.96379459593062	0.00025460961510851	0.0270157053307689	0.0267439886866498	RFX3/DNAAF6/EPPIN/RSPH6A/ODAD1/CFAP69/DNAH1/DNAH6/DNAH7/TTLL9/ATP1A4/ADCY10/DNAAF1/CFAP70/CFAP107/HYDIN/CFAP221/EFHB/SLC9B1/CFAP47/ARMC3/TTLL6/CATSPERE/DNHD1/HOATZ/DNAH14/EFCAB6/DYNC2H1/CFAP54/FSIP2/CFAP97D1	31
GO:0060048	cardiac muscle contraction	22/1163	125/14829	0.176	2.24411349957008	4.07481315793975	0.0002658528732101	0.0276210058062243	0.0273432012139335	SCN4A/ABCC9/NOS1/MAP2K6/PDE4D/FGF12/RGS2/KCNJ5/ADRA1A/KCNJ2/FGF13/SCN2A/ADCY10/SCN1A/ANK2/GJA1/CACNA1D/TNNI1/CACNB2/SCN11A/SCN9A/DMD	22
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	11/1163	42/14829	0.261904761904762	3.33945461245547	4.42904069313978	0.000291446811539361	0.0290689049829358	0.0287765378130442	CDH10/CDH7/PCDHB4/PCDHB3/CDH6/CDHR3/CDH13/CDH18/CDH8/PCDHB9/CDH4	11
GO:0086009	membrane repolarization	11/1163	42/14829	0.261904761904762	3.33945461245547	4.42904069313978	0.000291446811539361	0.0290689049829358	0.0287765378130442	NOS1/KCNIP2/KCNJ5/KCNJ2/ATP1B2/SLC24A4/ADCY10/ANK2/AKAP6/GJA1/CACNA1D	11
GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	17/1163	86/14829	0.197674418604651	2.52047631426343	4.12521311561194	0.000318821329720826	0.0311757249277992	0.0308621679337601	AGO1/TNRC6B/LIN28A/LIN28B/MIRLET7BHG/MIR27B/MEG3/MIR17HG/CACNA2D1-AS1/MIR137HG/MIR34AHG/XIST/MIR9-2HG/MALAT1/LINC-ROR/SPACA6-AS1/MIR663A	17
GO:0055085	transmembrane transport	138/1163	1333/14829	0.103525881470368	1.32002175092354	3.57274874045832	0.000341133540020206	0.03231957809429	0.0319945165350374	SLC7A2/ABCB5/SLC4A1/CX3CL1/SCN4A/SLC7A14/SLC11A1/CASR/VMP1/SLC6A16/SLC12A2/CACNB1/ABCC9/ABCB11/CACNG5/PKD2L2/SLC4A4/SLC13A1/OPRK1/TRPM3/SLCO1A2/SLC15A1/NOS1/SLC26A4/CAPN3/TRPA1/SLC5A5/HAMP/HPN/SLC6A4/SLC16A6/SLC1A2/OPRM1/SLC26A8/SLC16A10/GABRG2/PDE4D/CLDN16/FGF12/RGS2/KCNIP2/KCNJ5/SV2C/KCNJ2/EDN3/SLC17A3/SLC17A1/SLC10A2/ATP1B2/FGF13/SLC6A11/PER2/SNAP25/RHBG/ATP1A4/SLC14A2/CHRM3/SLCO1B1/SLC43A3/HTR2B/SCN2A/TRPC6/SLC28A2/SLC44A5/SLC3A1/SLCO1C1/SLC24A4/ABCC12/SLC14A1/SLC13A5/SLC2A5/ADCY10/KCNH1/KCNN3/SCN1A/UNC80/ANK2/GLRA3/KCNMB1/ATP6V0D2/SLC43A1/HTR3B/AKAP6/GABRA2/GJA1/SLC5A10/JPH3/ABCA9/ABCA6/SLC6A1/CACNA1D/KCNJ6/KCNJ15/KCNB1/PKD1L1/BSND/KCNT2/SLC6A20/SLC9B1/ABCA1/TMC1/AQP7/CACNB2/SVOP/STXBP4/GSDMA/SCN11A/KCNG4/IL13/SCN9A/GJB1/SLN/TCAF2/SLC22A13/MFSD4B/SLC2A14/ABCA13/SLC9A4/GABRG3/CACNB4/DRD1/SLC22A10/SV2B/KCNQ5/SLC36A3/SLC36A2/RHD/SLC35F1/SLC22A25/WNK3/SLC30A10/DMD/NALF1/ATP5MGL/SLC10A5/SLCO1B3-SLCO1B7/GRIN2B/SLC19A4P	138
GO:0098810	neurotransmitter reuptake	9/1163	30/14829	0.3	3.82519346517627	4.51859141807057	0.000343480577300455	0.03231957809429	0.0319945165350374	NOS1/SLC6A4/SLC1A2/SLC6A11/PER2/SLC6A1/RAB3B/DRD1/PRKN	9
GO:0009584	detection of visible light	7/1163	19/14829	0.368421052631579	4.69760600986559	4.70468275027926	0.000389415711199983	0.0354863383748477	0.0351294263987495	RP1/GRK7/AIPL1/SAG/PDE6B/RRH/GPR52	7
GO:0035195	miRNA-mediated post-transcriptional gene silencing	15/1163	72/14829	0.208333333333333	2.65638435081685	4.10997108185123	0.000391367277043638	0.0354863383748477	0.0351294263987495	AGO1/TNRC6B/LIN28A/LIN28B/MIRLET7BHG/MIR27B/MEG3/MIR17HG/CACNA2D1-AS1/MIR137HG/MIR34AHG/MIR9-2HG/LINC-ROR/SPACA6-AS1/MIR663A	15
GO:0006811	monoatomic ion transport	113/1163	1060/14829	0.106603773584906	1.35926686026704	3.54102774083704	0.000412191276020704	0.0367071052413437	0.0363379151228778	SLC4A1/CX3CL1/SCN4A/SLC11A1/CASR/VMP1/SLC6A16/SLC12A2/CD84/CACNB1/ABCC9/CAMK2A/CACNG5/PKD2L2/SLC4A4/SLC13A1/OPRK1/TRPM3/SLCO1A2/SLC15A1/NOS1/SLC26A4/CAPN3/EPPIN/ATP1B4/TRPA1/SLC5A5/HAMP/HPN/SLC6A4/SLC1A2/OPRM1/SLC26A8/GABRG2/PDE4D/CLDN16/FGF12/KCNIP2/KCNJ5/KCNJ2/EDN3/SLC17A3/SLC17A1/SLC10A2/STEAP4/ATP1B2/FGF13/SLC6A11/SNAP25/ATP1A4/SLCO1B1/CLDN10/HTR2B/SCN2A/TRPC6/SLCO1C1/SLC24A4/SLC13A5/SIK1/KCNH1/KCNN3/SCN1A/UNC80/ANK2/GLRA3/KCNMB1/ATP6V0D2/HTR3B/AKAP6/GABRA2/GJA1/SLC5A10/JPH3/SLC6A1/CACNA1D/KCNJ6/KCNJ15/KCNB1/PKD1L1/BSND/KCNT2/EFHB/SLC6A20/SLC9B1/TMC1/CACNB2/SCN11A/KCNG4/IL13/SCN9A/SLN/TCAF2/NMUR1/CYSLTR1/MFSD4B/SLC9A4/GABRG3/CACNB4/DRD1/SRL/KCNQ5/NKAIN3/SLC36A3/SLC36A2/WNK3/SLC30A10/DMD/PLPP4/NALF1/LILRA2/ATP5MGL/SLC10A5/GRIN2B	113
GO:0098662	inorganic cation transmembrane transport	82/1163	725/14829	0.113103448275862	1.44214190411243	3.56098356037976	0.000447930129935413	0.0386411022873727	0.0382524605506481	CX3CL1/SCN4A/SLC11A1/VMP1/SLC6A16/SLC12A2/CACNB1/ABCC9/CACNG5/PKD2L2/SLC4A4/SLC13A1/OPRK1/TRPM3/SLC15A1/NOS1/CAPN3/TRPA1/SLC5A5/HAMP/HPN/SLC6A4/OPRM1/PDE4D/CLDN16/FGF12/KCNIP2/KCNJ5/KCNJ2/EDN3/SLC17A3/SLC17A1/ATP1B2/FGF13/SLC6A11/SNAP25/RHBG/ATP1A4/HTR2B/SCN2A/TRPC6/SLC24A4/SLC13A5/KCNH1/KCNN3/SCN1A/ANK2/KCNMB1/ATP6V0D2/HTR3B/AKAP6/SLC5A10/JPH3/SLC6A1/CACNA1D/KCNJ6/KCNJ15/KCNB1/PKD1L1/KCNT2/SLC6A20/SLC9B1/TMC1/CACNB2/SCN11A/KCNG4/IL13/SCN9A/SLN/SLC9A4/CACNB4/DRD1/KCNQ5/SLC36A3/SLC36A2/RHD/WNK3/SLC30A10/DMD/NALF1/ATP5MGL/GRIN2B	82
GO:0000244	spliceosomal tri-snRNP complex assembly	8/1163	25/14829	0.32	4.08020636285469	4.49645982710308	0.000451042122557324	0.0386411022873727	0.0382524605506481	RNU5F-1/RNU5A-1/RNU5B-1/RNU5D-1/RNU4-1/RNU4-2/RNU6ATAC/RNU4ATAC	8
GO:0001508	action potential	24/1163	147/14829	0.163265306122449	2.08173794023198	3.84501959606953	0.000457153606367554	0.0386411022873727	0.0382524605506481	SCN4A/ABCC9/NOS1/FGF12/KCNIP2/KCNJ5/ADRA1A/KCNJ2/FGF13/SCN2A/SCN1A/ANK2/AKAP6/GJA1/CACNA1D/KCNB1/CACNB2/SCN11A/KCNG4/SCN9A/CACNB4/DRD1/CNR2/DMD	24
